data_source,note,code,name,address,city,county,state,zip_code,AOR,date_of_last_use,date_of_first_use,latitude,longitude
locations.csv,"exact latitude, longitude (city)",CTNRNCI,NORTHERN CORRECTIONAL INSTITUTE,287 BILTON ROAD,SOMERS,TOLLAND,CT,6071,BOS,14/03/2004,11/1/00,42.018494,-72.494365
locations.csv,"exact latitude, longitude (city)",CTOSBCI,OSBORN CORRECTIONAL INSTITUTE,100 BILTON ROAD,SOMERS,TOLLAND,CT,6071,BOS,29/01/2007,1/6/00,42.016871,-72.497041
locations.csv,"exact latitude, longitude (city)",CTROBCI,ROBINSON CORRECTIONAL INSTITUTE,285 SHAKER ROAD,ENFIELD,HARTFORD,CT,6082,BOS,18/03/2003,1/6/00,42.015685,-72.515607
locations.csv,"exact latitude, longitude (city)",CTYORCI,YORK CORRECTIONAL INSTITUTION,201 WEST MAIN STREET,NIANTIC,NEW LONDON,CT,6357,BOS,23/07/2009,17/10/1997,41.322975,-72.237209
locations.csv,"exact latitude, longitude (city)",CULBETX,CULBERSON COUNTY,301 LA CAVERNA,VAN HORN,CULBERSON,TX,79855,ELP,,,31.043198,-104.831083
locations.csv,"exact latitude, longitude (city)",CULPEVA,CULPEPER COUNTY ADULT DETENTION CENTER,131 W. CAMERON ST.,CULPEPER,CULPEPER,VA,22701,WAS,,,38.474087,-77.996688
locations.csv,"exact latitude, longitude (city)",CUMBEIL,CUMBERLAND COUNTY JAIL,228 NORTH CENTRAL AVENUE,PARIS,CUMBERLAND,IL,61944,CHI,2006-11-02,16/10/1998,39.613308,-87.696087
locations.csv,"exact latitude, longitude (city)",CUMBEME,CUMBERLAND COUNTY JAIL,50 COUNTY WAY,PORTLAND,CUMBERLAND,ME,4102,BOS,2004-11-17,26/05/1993,43.65086235,-70.28161965
locations.csv,"exact latitude, longitude (city)",CURRYNM,CURRY COUNTY DETENTION FACILITY,801 MITCHELL STREET,CLOVIS,CURRY COUNTY,NM,88101,ELP,,,34.405859,-103.206547
locations.csv,"exact latitude, longitude (city)",CUSTEMT,CUSTER COUNTY JAIL,1010 MAIN STREET,MILES CITY,CUSTER,MT,59301,SLC,28/10/2008,12/3/91,46.4049613,-105.8541145
sarahs research,Latitude Longitude based only on state,CVANXCA,CENTRAL VALLEY ANNEX,,,,CA,,,,,36.1162,-119.6816
locations.csv,"exact latitude, longitude (city)",CVREGVA,CENTRAL VA REGIONAL JAIL,13021 JAMES MADISON HWY,ORANGE COUNTY,ORANGE,VA,22960,WAS,27/02/2017,5/9/90,38.22283587,-78.1237059
sarahs research,,CWHCCMP,,,,,,,,,,0,0
locations.csv,"exact latitude, longitude (city)",DADECFL,DADE COUNTY CORRECTIONAL,1321 NW 13 STREET,MIAMI,MIAMI-DADE,FL,33034,MIA,17/05/2007,12/12/88,25.459988,-80.490002
locations.csv,"exact latitude, longitude (city)",DAKOTNE,DAKOTA COUNTY JAIL,1601 BROADWAY,DAKOTA CITY,DAKOTA,NE,68731,SPM,2004-11-17,21/11/1994,42.41501017,-96.41887394
locations.csv,"exact latitude, longitude (city)",DALCOIA,DALLAS COUNTY SHERIFFS OFFICE,201 NORTH 8TH STREET,ADEL,DALLAS,IA,50003,SPM,2001-08-05,17/09/1998,41.6113618,-94.0177133
locations.csv,"exact latitude, longitude (city)",DALCOTX,DALLAS COUNTY JAIL - LEW STERRETT JUSTICE CENTER,111 WEST COMMERCE STREET,DALLAS,DALLAS,TX,75202,DAL,2004-11-17,7/5/90,32.77629869,-96.81560135
locations.csv,"exact latitude, longitude (city)",DALHOLD,DALLAS FIELD OFFICE HOLD ROOM,8101 N STEMMONS FWY,DALLAS,DALLAS,TX,75247,DAL,25/09/2017,26/02/1997,32.82362225,-96.87215575
locations.csv,"exact latitude, longitude (city)",DANCOWI,DANE COUNTY JAIL,21 MARTIN LUTHER KING DRIVE,MADISON,DANE,WI,53703,CHI,2004-12-07,12/2/99,43.0741,-89.383115
locations.csv,"exact latitude, longitude (city)",DAPHNAL,DAPHNE POLICE DEPARTMENT CORRECTIONAL CENTER,1502 US HWY 98,DAPHNE,BALDWIN,AL,36526,NOL,21/11/2004,2002-06-04,30.600378,-87.8967
locations.csv,"exact latitude, longitude (city)",DAUPHPA,"DAUPHIN COUNTY JAIL, PA",501 MALL ROAD,HARRISBURG,DAUPHIN,PA,17111,PHI,2003-07-17,2003-07-17,40.253563,-76.833391
locations.csv,"exact latitude, longitude (city)",DAVIDTN,DAVIDSON COUNTY SHERIFF,448 2ND AVENUE,NASHVILLE,DAVIDSON,TN,37210,NOL,2004-11-17,21/05/1997,36.1862325,-86.7850215
locations.csv,"exact latitude, longitude (city)",DAVISSD,DAVISON COUNTY (SOUTH DAKOTA),1015 SOUTH MILLER AVENUE,MITCHELL,DAVISON,SD,57301,SPM,16/11/2005,13/05/1996,43.70001245,-98.03671297
locations.csv,"exact latitude, longitude (city)",DAVISUT,DAVIS COUNTY,800 WEST STATE STREET,FARMINGTON,DAVIS,UT,84025,SLC,14/07/2008,6/9/92,40.98138,-111.903259
locations.csv,"exact latitude, longitude (city)",DAWSOMT,DAWSON COUNTY JAIL,207 WEST BELL,GLENDIVE,DAWSON,MT,59330,SLC,23/09/2013,2004-06-06,47.105157,-104.715447
locations.csv,"exact latitude, longitude (city)",DAWSONE,DAWSON COUNTY JAIL,709 N GRANT ST,LEXINGTON,DAWSON,NE,68850,SPM,30/06/2004,26/01/1994,40.78002581,-99.74003344
locations.csv,"exact latitude, longitude (city)",DCDOCDC,DC DEPARTMENT OF CORRECTIONS,1923 VERMONT AVENUE NORTHWEST,WASHINGTON,DISTRICT OF COLUMBIA,DC,20001,WAS,2003-11-09,9/3/92,38.91614,-77.0254583
locations.csv,"exact latitude, longitude (city)",DEAPDMI,DEARBORN POLICE DEPARTMENT,16099 MICHIGAN AVE,DEARBORN,WAYNE,MI,48126,DET,2004-11-17,19/03/1991,42.3231468,-83.1725916
locations.csv,"exact latitude, longitude (city)",DEKABAL,DEKALB COUNTY JAIL,2801 JORDAN RD SW,FT PAYNE,DEKALB COUNTY,AL,35968,NOL,,,34.428756,-85.760138
locations.csv,"exact latitude, longitude (city)",DEKALAL,DEKALB COUNTY DETENTION CENTER,2801 JORDAN ROAD,FORT PAYNE,DEKALB,AL,35968,NOL,2004-11-17,2002-09-08,34.428756,-85.760138
locations.csv,"exact latitude, longitude (city)",DEKALGA,DEKALB COUNTY JAIL,4415 MEMORIAL DR,DECATUR,DEKALB,GA,30032,ATL,28/12/2009,26/05/1981,33.747312,-84.311811
locations.csv,"exact latitude, longitude (city)",DELAWNY,DELAWARE COUNTY JAIL,"COURT HOUSE SQUARE, 280 PHOEBEE LANE",DELHI,DELAWARE,NY,13753,BUF,2007-02-08,29/10/1987,42.291623,-74.910731
locations.csv,"exact latitude, longitude (city)",DELAWPA,DELAWARE CO JAIL (GEORGE W. HILL),500 CHAYNEY ROAD,THORNTON,DELAWARE,PA,19373,PHI,2004-11-17,15/07/2015,39.905218,-75.512939
locations.csv,"exact latitude, longitude (city)",DELTACO,DELTA COUNTY JAIL,P.O. BOX 172,DELTA,DELTA,CO,81416,DEN,2005-08-09,15/07/1991,38.74310731,-108.0635233
locations.csv,"exact latitude, longitude (city)",DELWAOH,DELAWARE COUNTY JAIL,844 US 42 NORTH,DELAWARE,DELAWARE,OH,43015,DET,,,40.31287625,-83.0476755
locations.csv,"exact latitude, longitude (city)",DENCICO,DENVER CITY PADF,1330 CHEROKEE STREET,DENVER,DENVER,CO,80201,DEN,13/10/2009,10/5/91,39.73739606,-104.9915437
locations.csv,"exact latitude, longitude (city)",DENHOLD,DENVER HOLD ROOM,4730 PARIS ST.,DENVER,DENVER,CO,80239,DEN,2001-11-17,2007-10-07,39.78360657,-104.8487767
locations.csv,"exact latitude, longitude (city)",DENICDF,DENVER CONTRACT DETENTION FACILITY,3130 N. OAKLAND ST.,AURORA,ARAPAHOE,CO,80010,DEN,2004-11-17,1905-06-08,39.7164154,-104.8511196
locations.csv,"exact latitude, longitude (city)",DENTOTX,DENTON COUNTY JAIL,127 NORTH WOODROW LANE,DENTON,DENTON,TX,76205,DAL,18/08/2004,21/04/1995,33.2152388,-97.111896
locations.csv,"exact latitude, longitude (city)",DENVECO,DENVER COUNTY JAIL,10500 EAST SMITH ROAD,DENVER,DENVER,CO,80239,DEN,16/10/2013,7/3/91,39.7674294,-104.8642515
locations.csv,"exact latitude, longitude (city)",DEPCOGU,DEPARTMENT OF CORRECTIONS - MANGILAO,3 MASHBURN LANE,MANGILAO,GUAM,GU,96913,SFR,2004-11-17,23/01/1995,13.448146,144.785942
locations.csv,"exact latitude, longitude (city)",DEPYOGU,DEPARTMENT OF YOUTH AFFAIRS,"169 SAN ISIDRO ST., BLDG. C",BARRIGADA,GUAM,GU,96921,SFR,26/05/2009,28/12/2000,13.382306,144.661975
locations.csv,"exact latitude, longitude (city)",DESCHOR,DESCHUTES COUNTY JAIL,DESCHUTES COUNTY SHERIFF'S DEPARTMENT,BEND,DESCHUTES,OR,97701,SEA,2007-02-04,16/05/1991,44.10049,-121.306487
locations.csv,"exact latitude, longitude (city)",DETHOLD,"U.S. IMMIGRATION, DETROIT",333 MT. ELLIOT AVE,DETROIT,WAYNE,MI,48207,DET,27/09/2017,10/6/91,42.4088147,-83.0379983
locations.csv,"exact latitude, longitude (city)",DEVILND,DEVILS LAKE LAW ENFORCEMENT CENTER,222 WEST WALNUT,DEVILS LAKE,RAMSEY,ND,58301,SPM,24/10/2005,17/03/1992,48.107525,-98.866656
locations.csv,"exact latitude, longitude (city)",DEWITIL,DEWITT COUNTY JAIL,101 WEST WASHINGTON,CLINTON,DE WITT,IL,61727,CHI,13/08/2006,27/06/1997,40.15351627,-88.96150789
locations.csv,"exact latitude, longitude (city)",DHDFNJ,DELANEY HALL DETENTION FACILITY,451 DOREMUS AVENUE,NEWARK,NEWARK,NJ,7105,NEW,22/02/2017,29/08/2011,40.717437,-74.127789
locations.csv,"exact latitude, longitude (city)",DICKETX,DICKENS COUNTY DETENTION,100 AIRPORT RD.,SPUR,DICKENS,TX,79370,DAL,28/03/2007,2006-07-04,33.44552,-100.860415
locations.csv,"exact latitude, longitude (city)",DLAMOCA,DEL AMO PSYCHIATRIC HOSPITAL,23700 CAMINO DEL SOL,TORRANCE,LOS ANGELES,CA,90505,LOS,,,33.810303,-118.344168
locations.csv,"exact latitude, longitude (city)",DLRHOLD,DEL RIO HOLD ROOM,2401 DODSON AVENUE,DEL RIO,VAL VERDE,TX,78840,SNA,30/10/2017,2001-07-13,29.393471,-100.899841
locations.csv,"exact latitude, longitude (city)",DNHMCCO,DENVER HEALTH MEDICAL CENTER,777 BANNOCK STREET,DENVER,DENVER,CO,80204,DEN,30/09/2017,20/05/2014,39.72731935,-104.9911984
locations.csv,"exact latitude, longitude (city)",DOCORNE,DOUGLAS COUNTY DEPARTMENT OF CORRECTIONS,710 SOUTH 17TH ST,OMAHA,DOUGLAS,NE,68102,SPM,2004-11-17,5/3/91,41.25338965,-95.93899606
locations.csv,"exact latitude, longitude (city)",DODGEIA,CAMP DODGE,7105 NW 7OTH AVE.,JOHNSTON,POLK,IA,50131,SPM,14/12/2006,2012-12-06,41.689247,-93.710454
locations.csv,"exact latitude, longitude (city)",DODGENE,DODGE COUNTY JAIL,428 NORTH BROAD STREET,FREMONT,DODGE,NE,68025,SPM,2005-02-03,3/3/96,41.433173,-96.49867543
locations.csv,"exact latitude, longitude (city)",DODGEWI,DODGE COUNTY JAIL,215 WEST CENTRAL STREET,JUNEAU,DODGE,WI,53039,CHI,2004-11-17,2/9/86,43.407113,-88.706195
locations.csv,"exact latitude, longitude (city)",DONAANM,DONA ANA COUNTY DETENTION CENTER,1850 COPPER LOOP,LAS CRUCES,DONA ANA,NM,88004,ELP,2005-02-17,2008-05-01,32.30290445,-106.8074711
sarahs research,"county approximate center only (latitude, longitude)",DORCDSC,DORCHESTER CO DET CTR,,,Dorchester,SC,,,,,33.0016,-80.1799
locations.csv,"exact latitude, longitude (city)",DORCHMD,DORCHESTER COUNTY DETENTION CENTER,829 FIELDCREST ROAD,CAMBRIDGE,DORCHESTER,MD,21613,BAL,2006-06-13,29/09/1995,38.54829109,-76.0614035
locations.csv,"exact latitude, longitude (city)",DOUGLCO,DOUGLAS COUNTY JAIL,355 SOUTH WILCOX,CASTLE ROCK,DOUGLAS,CO,80104,DEN,19/05/2014,9/1/91,39.37282932,-104.860137
locations.csv,"exact latitude, longitude (city)",DOUGLMN,DOUGLAS COUNTY,"509 3rd Ave W, Alexandria, MN 56308",ALEXANDRIA,DOUGLAS,MN,56308,SPM,23/05/2007,20/08/1996,45.8918636,-95.3845482
locations.csv,"exact latitude, longitude (city)",DOUGLOR,DOUGLAS COUNTY,"1036 SE Douglas Ave # 210 #124, Roseburg, OR 97470",ROSEBURG,DOUGLAS,OR,97470,SEA,27/02/2013,4/4/91,43.211979,-123.346009
locations.csv,"exact latitude, longitude (city)",DOUGLWI,DOUGLAS COUNTY,1409 HAMMOND AVENUE,SUPERIOR,DOUGLAS,WI,54880,CHI,20/08/2017,4/1/95,46.72174494,-92.09799847
locations.csv,"exact latitude, longitude (city)",DRURYCO,DRURY INN,4380 PEORIA ST,DENVER,DENVER,CO,80239,DEN,2002-04-17,23/03/2006,39.77648754,-104.84692
sarahs research,Latitude Longitude based only on state,DSMCNTX,DSMC - DEL SOL MEDICAL CENTER,,,,TX,,,,,31.0545,-97.5635
locations.csv,"exact latitude, longitude (city)",DSMHOLD,DES MOINES HOLD ROOM,"222 5th Ave, Des Moines, IA 50309",DES MOINES,POLK,IA,50301,SPM,30/09/2017,17/06/2013,41.5854892,-93.6232534
locations.csv,"exact latitude, longitude (city)",DSRTVCA,DESERT VALLEY HOSPITAL,16850 BEAR VALLEY ROAD,VICTORVILLE,COUNTY,CA,92395,LOS,27/12/2016,2011-06-14,34.47175035,-117.297825
locations.csv,"exact latitude, longitude (city)",DUGLSCO,DOUGLAS COUNTY DETENTION FACILITY,4000 JUSTICE WAY,CASTLE ROCK,DOUGLAS,CO,80109,DEN,25/06/2007,26/09/2006,39.4025944,-104.8643521
sarahs research,Latitude Longitude based only on state,DULHOLD,,,,,MN,,,,,45.6945,-93.9002
locations.csv,"exact latitude, longitude (city)",DUPAGIL,DUPAGE COUNTY SHERIFF'S OFFICE,501 NORTH COUNTY FARM ROAD,WHEATON,DUPAGE,IL,60187,CHI,14/08/2003,13/06/1985,41.871908,-88.145275
locations.csv,"exact latitude, longitude (city)",DURHOLD,DURANGO HOLDROOM,32 SHEPPARD DRIVE,DURANGO,FLOYD,CO,81303,DEN,,,37.237142,-107.874147
locations.csv,"exact latitude, longitude (city)",DURJFAZ,MARICOPA DURANGO - PHO,3225 W. GIBSON LANE,PHOENIX,MARICOPA,AZ,85009,PHO,,,33.425997,-112.130273
locations.csv,"exact latitude, longitude (city)",DUTCHAK,UNALASKA CITY JAIL,29 SAFETY WAY,UNALASKA,ALEUTIANS WEST,AK,99685,SEA,25/01/2009,14/11/1995,53.87130458,-166.5411784
locations.csv,"exact latitude, longitude (city)",DUVALFL,DUVAL/JACKSONVILLE JAIL,500 EAST ADAMS STREET,JACKSONVILLE,DUVAL,FL,32202,MIA,13/09/2009,13/10/2008,30.326018,-81.649954
sarahs research,"county approximate center only (latitude, longitude)",DVCSDKY,DAVIESS COUNTY DETENTION CENTER,,,Daviess,KY,,,,,37.7575,-87.1172
locations.csv,"exact latitude, longitude (city)",DVDHOLD,DOVER HOLDROOM,1305 MCD DRIVE,DOVER,KENT,DE,19901,PHI,13/09/2016,23/04/2009,39.15450667,-75.48795118
locations.csv,"exact latitude, longitude (city)",DVHOSTX,DOLLY VINSANT,400 HWY 77 WEST,SAN BENITO,CAMERON,TX,78586,SNA,16/10/2005,26/07/1996,26.136443,-97.621663
sarahs research,Latitude Longitude based only on state,DVHSPNV,DESERT VIEW HOSPITAL,,,,NV,,,,,38.3135,-117.0554
locations.csv,"exact latitude, longitude (city)",DVPSYAZ,DESERT VISTA PSYCHIATRIC,570 WEST BROWN ROAD,MESA,MARICOPA,AZ,85201,PHO,2006-01-03,20/01/2002,33.43522723,-111.8415817
locations.csv,"exact latitude, longitude (city)",EAGLECO,EAGLE COUNTY JAIL,885 CHAMBERS AVE.,EAGLE,EAGLE,CO,81631,DEN,2006-05-14,19/11/1990,39.662719,-106.819803
locations.csv,"exact latitude, longitude (city)",EASTEVA,EASTERN SHORE REGIONAL JAIL,5245 THE HORNES,EASTVILLE,NORTHAMPTON,VA,23347,BAL,,,37.354248,-75.950204
locations.csv,"exact latitude, longitude (city)",EAZ,ELOY FEDERAL CONTRACT FACILITY,1705 EAST HANNA RD.,ELOY,PINAL,AZ,85131,PHO,2004-11-17,10/3/91,32.8176772,-111.5192701
locations.csv,"exact latitude, longitude (city)",EBATOLA,EAST BATON ROUGE JAIL,2867 GENERAL ISAAC SMITH AVENUE,SCOTLANDVILLE,EAST BATON ROUGE,LA,70807,NOL,2004-03-01,21/12/1987,30.534864,-91.163733
locations.csv,"exact latitude, longitude (city)",ECC,EL CENTRO SERVICE PROCESSING CENTER,1115 NORTH IMPERIAL AVENUE,EL CENTRO,IMPERIAL,CA,92243,SND,25/09/2014,1905-05-26,32.8029622,-115.5697682
locations.csv,"exact latitude, longitude (city)",ECMCBNY,ERIE COUNTY MEDICAL CENTER,462 GRIDER STREET,BUFFALO,ERIE,NY,14215,BUF,2005-04-15,22/07/2013,42.92631005,-78.83216629
locations.csv,"exact latitude, longitude (city)",ECOLOWA,ECONOLODGE MOTEL,13910 PACIFIC HIGHWAY S.,TUKWILA,KING,WA,98168,SEA,2001-04-11,6/4/98,47.47867886,-122.2840559
sarahs research,Latitude Longitude based only on state,ECRMCCA,EL CENTRO REGIONAL MED CTR,,,,CA,,,,,36.1162,-119.6816
locations.csv,"exact latitude, longitude (city)",ECTORTX,ECTOR COUNTY CORRECTION CENTER,2500 SOUTH HIGHWAY 385,ODESSA,ECTOR,TX,79761,ELP,2009-04-11,26/12/2002,31.773866,-102.36659
locations.csv,"exact latitude, longitude (city)",EDCHOLD,EDEN HOLD ROOM,"702 E Broadway St, Eden, TX 76837",EDEN,CONCHO,TX,76837,DAL,22/09/2013,2011-04-13,31.216752,-99.833807
locations.csv,"exact latitude, longitude (city)",EDDCONM,EDDY COUNTY JAIL,201 NORTH MAIN STREET,CARLSBAD,EDDY,NM,88220,ELP,2001-07-17,25/01/2012,32.421607,-104.226482
locations.csv,"exact latitude, longitude (city)",EDENDTX,EDEN DETENTION CENTER,"702 E Broadway St, Eden, TX 76837",EDEN,CONCHO,TX,76837,SNA,23/02/2010,15/11/1991,31.216752,-99.833807
sarahs research,Latitude Longitude based only on state,EDNBGTX,EDINBURG POLICE DEPT.,,,,TX,,,,,31.0545,-97.5635
sarahs research,"exact latitude, longitude (city)",EDNDCTX,EDEN DETENTION CTR,,Eden,Concho,TX,,,,,31.2163,-99.844
locations.csv,"exact latitude, longitude (city)",EFELILA,EAST FELICIANA PARISH PRISON,11315 BANK STREET,CLINTON,EAST FELICIANA,LA,70722,NOL,2011-03-03,8/9/88,30.854012,-91.018812
sarahs research,"exact latitude, longitude (city)",EFMHMFL,,,,,FL,,,,,27.7663,-81.6868
locations.csv,"exact latitude, longitude (city)",EHDLGTX,EAST HIDALGO DETENTION CENTER,1330 HIGHWAY 107,LA VILLA,HIDALGO,TX,78562,SNA,2004-11-17,23/03/2011,26.251743,-97.868119
locations.csv,"exact latitude, longitude (city)",EIRCONY,ERIE COUNTY CORRECTIONAL,11581 WALDEN AVENUE,ALDEN,ERIE,NY,14004,BUF,2011-12-06,7/10/87,42.93496421,-78.5548993
locations.csv,"exact latitude, longitude (city)",EIRHONY,ERIE COUNTY HOLDING CENTER,40 DELAWARE AVENUE,BUFFALO,ERIE,NY,14202,BUF,14/03/2011,30/10/1987,42.88714992,-78.87802902
locations.csv,"exact latitude, longitude (city)",ELBERCO,ELBERT COUNTY JAIL,"751 Ute Ave, Kiowa, CO 80117",KIOWA,ELBERT,CO,80117,DEN,2008-12-08,7/2/90,39.3422995,-104.4640612
locations.csv,"exact latitude, longitude (city)",ELGPDIL,ELGIN POLICE DEPARTMENT,151 DOUGLAS AVENUE,ELGIN,KANE,IL,60120,CHI,31/08/2017,15/05/1992,42.039683,-88.283887
locations.csv,"exact latitude, longitude (city)",ELJUVCA,EASTLAKE JUVENILE HALL,1605 EASTLAKE AVE,LOS ANGELES,LOS ANGELES,CA,90033,LOS,26/02/2004,29/11/1989,34.06487326,-118.2078249
locations.csv,"exact latitude, longitude (city)",ELMORID,ELMORE COUNTY JAIL,2255 E. 8TH NORTH,MOUNTAIN HOME,ELMORE,ID,83647,SLC,2004-11-17,15/06/2009,43.137034,-115.672984
locations.csv,"exact latitude, longitude (city)",ELPASCO,EL PASO COUNTY CRIMINAL JUSTICE CENTER,2739 EAST LAS VEGAS,COLORADO SPRINGS,EL PASO,CO,80906,DEN,2002-11-17,18/12/1990,38.788166,-104.77912
locations.csv,"exact latitude, longitude (city)",ELPCOTX,EL PASO COUNTY JAIL (TEXAS),"12501 Montana Ave, El Paso, TX 79938",EL PASO,EL PASO,TX,79938,ELP,15/12/2003,19/11/1986,31.8102902,-106.2531937
locations.csv,"exact latitude, longitude (city)",ELPHOLD,EL PASO HOLD ROOM,8915 MONTANA AVE,EL PASO,EL PASO,TX,79925,ELP,2004-11-17,25/11/2014,31.79644735,-106.3696513
sarahs research,"exact latitude, longitude (city)",ELVDFTX,EL VALLE DETENTION FACILITY,,Raymondville,Willacy,TX,,,,,26.4759,-97.7769
locations.csv,"exact latitude, longitude (city)",ELYRIOH,ELYRIA CITY JAIL,18 WEST AVENUE,ELYRIA,LORAIN,OH,44035,DET,2006-08-03,22/06/2000,41.3692314,-82.1101114
locations.csv,"exact latitude, longitude (city)",ELZICDF,ELIZABETH CONTRACT DETENTION FACILITY,625 EVANS STREET,ELIZABETH,UNION,NJ,7201,NEW,2004-11-17,22/01/1990,40.66615695,-74.18969352
locations.csv,"exact latitude, longitude (city)",EMBSYCO,EMBASSY SUITES HOTEL,4444 HAVANA ST.,DENVER,DENVER,CO,80239,DEN,26/09/2012,2003-04-07,39.77833073,-104.8656473
locations.csv,"exact latitude, longitude (city)",EMESACA,EAST MESA DETENTION FACILITY,446 ALTA RD,SAN DIEGO,SAN DIEGO COUNTY,CA,92158,SND,2010-10-15,31/05/2015,32.590096,-116.922136
locations.csv,"exact latitude, longitude (city)",EMMETIA,EMMET COUNTY JAIL,114 NORTH 6TH STREET,ESTHERVILLE,EMMET,IA,51334,SPM,2010-02-03,26/01/1992,43.40316257,-94.83657471
sarahs research,"exact latitude, longitude (city)",ENLMCCA,,,,,CA,,,,,36.1162,-119.6816
sarahs research,"exact latitude, longitude (city)",EPBHSTX,EL PASO BEHAVIORAL HEALTH SYSTEM,,El Paso,El Paso,TX,,,,,31.8476,-106.43
locations.csv,"exact latitude, longitude (city)",EPC,EL PASO SERVICE PROCESSING CENTER,8915 MONTANA AVE.,EL PASO,EL PASO,TX,79925,ELP,2004-11-17,1905-05-26,31.79644735,-106.3696513
sarahs research,"exact latitude, longitude (city)",EPCDFTX,EL PASO COUNTY DETENTION FACILITY,,El Paso,El Paso,TX,,,,,31.8476,-106.43
locations.csv,"exact latitude, longitude (city)",EPCJUVI,EL PASO JUVENILE,8915 MONTANA ST.,EL PASO,EL PASO,TX,79925,ELP,2004-11-17,27/10/1998,31.79644735,-106.3696513
sarahs research,"exact latitude, longitude (city)",EPCPCTX,,,,,TX,,,,,31.0545,-97.5635
sarahs research,"exact latitude, longitude (city)",EPLTATX,EL PASO LTAC HOSPITAL,,El Paso,El Paso,TX,,,,,31.8476,-106.43
sarahs research,"exact latitude, longitude (city)",EPSSFTX,EL PASO SOFT SIDED FACILITY,,El Paso,El Paso,TX,,,,,31.8476,-106.43
locations.csv,"exact latitude, longitude (city)",EQXJVNY,EQUINOX SHELTER,35 SOUTH FERRY ST,ALBANY,ALBANY,NY,12202,BUF,23/05/2007,2003-10-05,42.64247814,-73.75372064
locations.csv,"exact latitude, longitude (city)",ERICONY,ERIE COUNTY HOLDING CENTER,40 DELAWARE AVE,BUFFALO,ERIE,NY,14202,BUF,13/03/2009,23/04/1997,42.88714992,-78.87802902
locations.csv,"exact latitude, longitude (city)",ERICOPA,ERIE COUNTY JAIL,1618 ASH STREET,ERIE,ERIE,PA,16503,PHI,2004-11-17,17/10/1995,42.12477524,-80.06589689
sarahs research,"exact latitude, longitude (city)",EROFCB,ERO EL PASO CAMP EAST MONTANA,,El Paso,El Paso,TX,,,,,31.8476,-106.43
locations.csv,"exact latitude, longitude (city)",ESCAMAL,ESCAMBIA COUNTY DETENTION CENTER,316 COURT ST.,BREWTON,ESCAMBIA,AL,34626,NOL,18/12/2005,2006-01-03,31.10687982,-87.07314388
sarahs research,"exact latitude, longitude (city)",ESKHLIN,,,,,IN,,,,,39.8494,-86.2583
locations.csv,"exact latitude, longitude (city)",ESSEXMA,ESSEX COUNTY,"20 Manning Ave, Middleton, MA 01949",MIDDLETON,ESSEX,MA,1949,BOS,2002-02-11,10/4/92,42.5974072,-70.986788
locations.csv,"exact latitude, longitude (city)",ESSEXNJ,ESSEX COUNTY CORRECTIONAL FACILITY,354 DOREMUS AVENUE,NEWARK,ESSEX,NJ,7105,NEW,2004-11-17,13/03/1990,40.7015141,-74.1371458
locations.csv,"exact latitude, longitude (city)",ESSEXNY,ESSEX COUNTY JAIL (NEW YORK),702 STOWERSVILLE ROAD,LEWIS,ESSEX,NY,12950,BUF,2010-05-11,27/11/2008,44.28226567,-73.53923527
locations.csv,"exact latitude, longitude (city)",ETOWAAL,ETOWAH COUNTY JAIL (ALABAMA),827 FORREST AVENUE,GADSDEN,ETOWAH,AL,35901,NOL,2004-11-17,2/3/96,34.01573709,-86.01193283
locations.csv,,ETWHOLD,ETOWAH ERO HOLD ROOM,UNAVAILABLE,GADSDEN,ETOWAH,AL,35901,NOL,,,32.8067,-86.7911
locations.csv,"exact latitude, longitude (city)",EUGHOLD,EUGENE HOLD ROOM,211 EAST 7TH AVENUE,EUGENE,LANE,OR,97401,SEA,27/09/2017,22/12/2009,44.052201,-123.0893848
locations.csv,"exact latitude, longitude (city)",EULESTX,EULESS CITY JAIL,1102 W. EULESS BLVD.,EULESS,TARRANT,TX,76040,DAL,2004-11-17,27/08/1988,32.8316632,-97.0944679
locations.csv,"exact latitude, longitude (city)",FAICOVA,FAIRFAX COUNTY JAIL,4110 CHAIN BRIDGE RD,FAIRFAX,FAIRFAX,VA,22030,WAS,31/03/2015,8/12/88,38.843436,-77.308527
locations.csv,"exact latitude, longitude (city)",FAULKAR,FAULKNER COUNTY JAIL,801 LOCUST ST.,CONWAY,FAULKNER,AR,72034,NOL,2007-01-09,2005-12-03,35.088787,-92.442618
locations.csv,"exact latitude, longitude (city)",FAULKSD,FAULK COUNTY JAIL,924 LAFOON AVENUE,FAULKTON,FAULK,SD,57438,SPM,2004-05-11,11/4/99,45.0334399,-99.12613971
locations.csv,"exact latitude, longitude (city)",FAYETKY,FAYETTE COUNTY DETENTION CENTER,600 OLD FRANKFORD CR,LEXINGTON,FAYETTE,KY,40510,CHI,2004-11-17,5/9/92,38.066097,-84.544851
locations.csv,"exact latitude, longitude (city)",FAYETTX,FAYETTE COUNTY JAIL,"1646 N Jefferson St, La Grange, TX 78945",LA GRANGE,FAYETTE,TX,78945,SNA,22/02/2007,22/02/2007,29.9219842,-96.881154
locations.csv,"exact latitude, longitude (city)",FAYHOLD,FAYETTEVILLE HOLD ROOM,P.O. BOX 1188 2887 N POINT CIRCLE,FAYETTEVILLE,WASHINGTON,AR,72701,NOL,14/01/2013,27/06/2010,36.10463,-94.178449
